customer_id,annual_income,employment_years,credit_score,existing_loans,loan_amount,loan_tenure_months,monthly_expenses,employment_type,education_level,loan_purpose,property_ownership,loan_approved
CUST0670,1364446,0,683,1,2025516,12,41305,Salaried,Master,Home,0,1
CUST0671,1513140,7,506,1,4578458,120,73490,Self-Employed,High School,Education,1,0
CUST0672,1873439,14,638,0,4452140,48,57925,Government,Bachelor,Home,1,1
CUST0673,2011094,12,822,3,4377219,48,109336,Self-Employed,Master,Business,1,1
CUST0674,1239325,1,703,4,4440985,120,77720,Business,Bachelor,Vehicle,0,0
CUST0675,1909057,11,735,2,852491,48,82296,Salaried,Bachelor,Vehicle,1,1
CUST0676,2143571,10,672,0,827150,24,97183,Business,Bachelor,Education,0,1
CUST0677,1528207,9,662,4,3367568,48,97259,Government,High School,Personal,0,1
CUST0678,405019,7,530,4,3077929,12,18917,Salaried,Bachelor,Business,1,0
CUST0679,1655153,11,743,1,821469,84,75005,Business,Bachelor,Education,0,1
CUST0680,2036231,11,766,2,2371991,84,99972,Salaried,PhD,Vehicle,0,1
CUST0681,777218,4,603,0,1726099,36,41750,Government,Bachelor,Vehicle,1,1
CUST0682,997052,10,665,1,2140651,48,29366,Government,Master,Vehicle,0,1
CUST0683,2165957,7,654,1,3765526,84,128252,Government,Bachelor,Home,1,1
CUST0684,899401,0,713,3,824456,48,38805,Self-Employed,High School,Business,1,0
CUST0685,2255020,5,636,4,3004233,36,63173,Salaried,Master,Personal,1,0
CUST0686,1608080,0,754,0,943155,84,92878,Self-Employed,High School,Business,0,1
CUST0687,1281928,12,685,0,577169,12,52182,Salaried,PhD,Vehicle,1,1
CUST0688,2280343,9,476,0,3831876,24,66544,Government,Master,Business,0,1
CUST0689,2105544,6,715,1,1947465,120,108240,Government,Bachelor,Vehicle,1,1
CUST0690,1424289,15,759,3,2313567,120,87838,Business,Bachelor,Home,0,1
CUST0691,622939,8,587,2,4715770,120,38615,Salaried,Bachelor,Business,0,0
CUST0692,1232207,0,712,1,2120569,48,79973,Government,Bachelor,Home,1,1
CUST0693,484224,5,826,2,1366461,84,29612,Business,Bachelor,Vehicle,0,1
CUST0694,400169,16,688,3,197733,84,10039,Government,Bachelor,Vehicle,0,1
CUST0695,1642073,4,771,4,4079251,36,67067,Salaried,Bachelor,Home,0,1
CUST0696,732959,9,644,0,344977,12,43322,Salaried,High School,Vehicle,1,1
CUST0697,1875675,11,678,2,2774006,60,75515,Salaried,Master,Education,0,1
CUST0698,2499124,10,663,1,1169816,84,125117,Self-Employed,Master,Home,1,1
CUST0699,2253290,20,649,2,2778338,24,113257,Self-Employed,Bachelor,Education,0,0
CUST0700,1618454,2,668,4,2356456,36,65077,Business,Master,Home,1,1
CUST0701,928321,2,549,0,4021183,84,58193,Salaried,Bachelor,Education,1,1
CUST0702,1907408,2,653,2,4022369,84,87679,Salaried,High School,Education,1,1
CUST0703,1235675,6,787,4,4600038,36,54821,Self-Employed,Bachelor,Vehicle,1,1
CUST0704,2002550,13,602,1,3276250,36,133295,Government,Bachelor,Vehicle,0,1
CUST0705,1145188,2,594,3,2520950,48,52177,Business,Bachelor,Business,0,0
CUST0706,734399,13,684,1,2816952,84,23818,Government,Master,Home,0,1
CUST0707,2341088,8,688,0,451176,60,108574,Salaried,PhD,Personal,1,1
CUST0708,667510,2,710,1,1121038,24,39327,Self-Employed,Bachelor,Vehicle,1,1
CUST0709,2340682,0,670,1,1093423,12,134283,Government,Master,Home,1,1
CUST0710,1780946,0,685,1,1902829,12,103041,Self-Employed,High School,Vehicle,0,1
CUST0711,1853879,4,651,1,2567626,60,101038,Salaried,High School,Home,1,1
CUST0712,1960752,7,577,0,142889,36,69787,Salaried,Master,Business,1,1
CUST0713,2098596,14,674,4,4333256,36,127846,Salaried,Bachelor,Business,1,1
CUST0714,1054772,11,737,2,767884,36,65635,Government,Bachelor,Education,1,1
CUST0715,321214,3,721,3,4659635,84,10628,Salaried,Bachelor,Personal,0,0
CUST0716,1801219,10,540,2,2848945,36,54821,Salaried,Bachelor,Education,0,1
CUST0717,583082,16,700,2,4465880,36,38279,Salaried,High School,Home,1,1
CUST0718,381139,17,608,3,3152923,84,23318,Self-Employed,Bachelor,Personal,0,0
CUST0719,1208494,6,791,0,4987985,84,75190,Salaried,High School,Personal,0,1
CUST0720,1201318,12,706,3,2645301,60,74400,Self-Employed,High School,Vehicle,0,1
CUST0721,1679698,14,751,0,915796,48,79903,Salaried,Bachelor,Business,0,1
CUST0722,1387786,0,681,2,3003661,84,72072,Salaried,Bachelor,Home,1,1
CUST0723,272601,5,674,0,2449940,24,13009,Self-Employed,Master,Vehicle,0,1
CUST0724,809085,19,799,4,3187877,36,21953,Salaried,High School,Home,1,1
CUST0725,2139925,6,757,3,4498388,48,119969,Salaried,High School,Home,1,1
CUST0726,1698087,0,689,4,179466,12,78206,Salaried,Bachelor,Business,1,1
CUST0727,1889375,7,664,2,2161740,60,98224,Government,Bachelor,Home,1,1
CUST0728,2193321,13,543,3,4031576,48,100768,Self-Employed,High School,Home,0,0
CUST0729,2057541,8,705,2,3357657,84,93601,Salaried,High School,Education,1,1
CUST0730,783103,11,669,4,1644575,36,25182,Salaried,PhD,Home,1,1
CUST0731,219279,12,724,2,4904761,36,8028,Business,Master,Home,1,1
CUST0732,551931,6,748,3,1782329,36,17451,Self-Employed,Bachelor,Home,1,1
CUST0733,2169968,5,778,3,1907084,48,71940,Salaried,Bachelor,Home,1,1
CUST0734,2425854,8,706,2,1444994,36,158992,Government,Bachelor,Vehicle,1,1
CUST0735,1289639,8,596,3,4564057,84,40468,Government,Bachelor,Vehicle,1,0
CUST0736,1482887,8,508,3,3880405,48,53709,Government,Bachelor,Business,0,0
CUST0737,1919080,8,614,2,1596557,36,95201,Self-Employed,Master,Business,0,0
CUST0738,625377,4,786,4,3135689,12,31534,Salaried,High School,Home,1,1
CUST0739,1718510,11,825,3,4299790,12,53988,Salaried,Master,Home,1,1
CUST0740,1437008,10,660,3,3250890,24,83449,Business,High School,Home,0,1
CUST0741,2459203,1,563,3,4978951,36,141937,Self-Employed,Bachelor,Business,1,0
CUST0742,1123693,6,628,3,79882,36,39203,Salaried,High School,Vehicle,1,0
CUST0743,1681352,8,771,2,2725518,48,62256,Business,High School,Business,1,1
CUST0744,303257,5,632,4,2992318,48,19433,Business,PhD,Education,1,0
CUST0745,1497630,11,727,4,1337256,120,88963,Business,Bachelor,Home,1,1
CUST0746,1183171,7,693,0,4419202,36,63979,Government,High School,Vehicle,1,1
CUST0747,2233607,8,736,3,1448705,24,63493,Business,PhD,Education,1,1
CUST0748,1550485,5,825,3,4867530,36,65783,Salaried,Master,Vehicle,1,1
CUST0749,1861076,0,727,0,606831,84,89897,Government,Master,Business,0,1
CUST0750,1791935,0,691,4,698567,48,58791,Government,PhD,Vehicle,1,1
CUST0751,292990,10,834,1,4647577,36,12796,Salaried,Bachelor,Personal,0,1
CUST0752,1298095,9,707,1,3438449,48,64960,Salaried,Master,Personal,0,1
CUST0753,1238079,10,616,4,879347,36,47840,Business,Master,Business,1,0
CUST0754,1420351,8,734,3,739517,60,81726,Salaried,Master,Business,1,1
CUST0755,1161883,9,715,1,423519,48,69734,Government,Master,Home,1,1
CUST0756,1848321,12,655,2,3092398,24,71130,Salaried,Bachelor,Personal,0,1
CUST0757,893226,10,638,2,2080888,60,53543,Salaried,Master,Business,1,1
CUST0758,1798702,13,656,0,1087904,84,52730,Self-Employed,Bachelor,Home,1,1
CUST0759,2140208,8,637,4,4419246,36,128209,Salaried,Bachelor,Education,1,0
CUST0760,1680071,6,658,4,3260557,120,52694,Self-Employed,High School,Home,0,1
CUST0761,206806,8,612,1,2917042,84,5884,Self-Employed,PhD,Business,1,0
CUST0762,1404648,3,710,3,1633452,48,72677,Salaried,Bachelor,Business,1,1
CUST0763,595384,6,704,4,941712,60,26592,Salaried,Bachelor,Education,0,1
CUST0764,250119,8,707,1,2093419,84,15714,Salaried,Bachelor,Home,0,1
CUST0765,2053722,8,675,1,322743,24,82421,Salaried,PhD,Personal,1,1
CUST0766,1413741,7,665,4,384738,120,52258,Government,Bachelor,Vehicle,1,1
CUST0767,1699603,1,795,1,4977094,48,77950,Salaried,Master,Vehicle,1,1
CUST0768,2148541,11,685,0,4528597,60,94530,Salaried,Master,Education,1,1
CUST0769,1930740,12,781,0,3337008,84,75976,Self-Employed,Bachelor,Vehicle,0,1
CUST0770,1043403,16,600,4,247170,60,56245,Salaried,Bachelor,Business,0,0
CUST0771,1059903,10,727,3,4424296,60,60041,Salaried,Master,Home,0,1
CUST0772,1065421,8,621,0,4815358,84,64501,Salaried,PhD,Home,0,1
CUST0773,264080,2,635,0,4039174,12,17306,Government,Master,Education,1,0
CUST0774,1481367,15,647,4,2624584,36,53493,Business,Bachelor,Home,0,0
CUST0775,1158836,9,642,2,2758562,48,63547,Government,Master,Personal,1,1
CUST0776,2401599,8,642,1,2615513,48,99492,Salaried,Bachelor,Home,1,1
CUST0777,2397181,6,777,0,3278939,120,127558,Salaried,Bachelor,Education,1,1
CUST0778,359830,6,683,2,3617008,120,16132,Self-Employed,Master,Business,1,1
CUST0779,1736518,11,698,3,497095,120,115317,Government,High School,Education,1,1
CUST0780,486094,2,643,2,3322262,48,26915,Business,Master,Business,1,0
CUST0781,1416497,16,748,4,2535500,60,91629,Salaried,Bachelor,Home,0,1
CUST0782,1591220,15,708,3,3631884,120,95139,Salaried,Master,Vehicle,0,1
CUST0783,863404,6,655,3,2751433,84,54067,Self-Employed,High School,Education,1,1
CUST0784,1727261,3,553,2,1035979,36,101794,Government,Bachelor,Business,0,0
CUST0785,1046183,0,697,4,885358,24,46169,Government,Master,Vehicle,1,1
CUST0786,802893,1,726,0,1529995,48,28495,Self-Employed,High School,Personal,1,1
CUST0787,1021965,11,601,2,1842837,84,41318,Business,High School,Vehicle,1,1
CUST0788,524710,9,656,0,2021472,36,13560,Self-Employed,PhD,Business,0,1
CUST0789,812543,10,722,2,4448884,36,38053,Business,Bachelor,Education,1,1
CUST0790,631157,0,554,0,4818977,12,29061,Business,PhD,Business,0,0
CUST0791,1286581,6,628,2,1129229,84,60321,Government,High School,Vehicle,1,1
CUST0792,1445898,14,710,3,1190441,48,94828,Salaried,Bachelor,Personal,0,1
CUST0793,2300539,7,768,1,3673664,120,144881,Salaried,Master,Home,1,1
CUST0794,1060412,1,854,3,4894405,60,33655,Self-Employed,Master,Education,0,1
CUST0795,1932844,7,836,0,1244447,120,78029,Self-Employed,Bachelor,Vehicle,0,1
CUST0796,2421281,4,691,4,1637916,36,103303,Government,Bachelor,Education,1,1
CUST0797,1872110,9,641,3,2284268,36,74925,Salaried,Master,Education,0,0
CUST0798,497875,8,753,1,4464679,24,29011,Salaried,Bachelor,Education,1,1
CUST0799,1908794,10,636,0,2653087,120,89398,Government,Bachelor,Business,0,1
CUST0800,1408337,1,619,3,3868362,12,68779,Salaried,High School,Personal,0,0
CUST0801,664814,5,655,2,1333596,36,40249,Salaried,Bachelor,Business,1,1
CUST0802,1406134,13,645,4,99892,36,82371,Salaried,Bachelor,Home,0,0
CUST0803,1810668,1,713,0,395535,60,55241,Self-Employed,Bachelor,Home,0,1
CUST0804,1599541,2,631,3,3451944,60,87569,Salaried,Bachelor,Home,1,0
CUST0805,1232330,8,686,0,3168113,24,53166,Government,High School,Business,0,1
CUST0806,1779908,9,807,2,1257935,84,66349,Salaried,High School,Business,0,1
CUST0807,2344412,5,689,1,833059,24,63496,Business,Master,Home,0,1
CUST0808,1295488,6,801,3,2272854,24,58688,Self-Employed,Bachelor,Vehicle,1,1
CUST0809,2164117,10,776,0,4317831,60,86153,Salaried,Master,Vehicle,1,1
CUST0810,1048374,12,727,0,3342239,120,37196,Salaried,Master,Home,0,1
CUST0811,1935548,2,651,0,965108,120,104412,Salaried,High School,Education,1,1
CUST0812,209725,9,763,1,4927323,120,11967,Self-Employed,Bachelor,Personal,0,1
CUST0813,1365574,15,660,0,2434272,84,48067,Salaried,High School,Education,1,1
CUST0814,284555,7,679,4,3016227,60,7700,Salaried,Master,Vehicle,0,0
CUST0815,975928,2,706,4,2870377,12,58911,Self-Employed,PhD,Business,1,1
CUST0816,1809311,2,679,0,1468351,48,45983,Salaried,Bachelor,Vehicle,1,1
CUST0817,1068036,7,622,4,4967970,48,68403,Salaried,Master,Vehicle,1,0
CUST0818,2005977,13,557,3,3776713,12,102607,Government,Bachelor,Vehicle,1,1
CUST0819,1162599,7,756,4,644670,120,44655,Business,Bachelor,Personal,0,1
CUST0820,2332299,8,725,0,853083,48,82259,Salaried,Master,Personal,0,1
CUST0821,726015,3,542,2,230116,84,18422,Salaried,High School,Business,0,0
CUST0822,1323657,12,620,3,4258937,60,46078,Business,Bachelor,Home,0,0
CUST0823,1613441,2,694,1,4323468,48,49595,Salaried,Bachelor,Education,0,1
CUST0824,1820920,5,715,0,837001,84,91969,Business,Master,Vehicle,0,1
CUST0825,1887017,11,558,1,4367729,60,60270,Salaried,Bachelor,Vehicle,1,1
CUST0826,869556,0,672,2,345182,84,40891,Government,PhD,Home,0,1
CUST0827,2433722,8,723,1,1278736,12,120683,Salaried,High School,Home,0,1
CUST0828,1829729,2,651,0,1302825,24,68465,Business,Bachelor,Vehicle,0,1
CUST0829,1296271,8,700,0,2352690,12,34300,Salaried,Master,Home,1,1
CUST0830,2394387,6,640,2,772153,48,63576,Self-Employed,Bachelor,Business,0,0
CUST0831,1669493,18,752,0,3662730,60,43570,Salaried,Master,Vehicle,1,1
CUST0832,1861641,6,616,2,3496010,84,103873,Salaried,High School,Business,1,1
CUST0833,1247609,17,588,2,2619395,48,47721,Government,High School,Home,1,1
CUST0834,696409,10,682,0,3382951,48,40516,Self-Employed,High School,Home,0,1
CUST0835,846165,3,565,4,3044324,24,36375,Business,PhD,Home,0,0
CUST0836,1423085,9,511,2,361416,120,62437,Salaried,Bachelor,Home,1,1
CUST0837,1606445,6,766,0,187980,48,74491,Government,Master,Business,0,1
CUST0838,2422168,9,601,4,2551212,24,132515,Salaried,Bachelor,Business,0,0
CUST0839,462017,4,573,2,4974191,60,16815,Business,Bachelor,Home,0,0
CUST0840,1920687,16,615,4,4470605,60,57747,Business,Bachelor,Home,1,0
CUST0841,2115090,12,611,3,874765,84,101881,Salaried,PhD,Home,1,1
CUST0842,925182,8,668,3,957651,120,35734,Government,Master,Personal,1,1
CUST0843,596978,16,592,4,1443749,24,25931,Government,Master,Business,1,0
CUST0844,1213316,8,719,2,1400417,12,63039,Salaried,High School,Personal,1,1
CUST0845,804771,13,731,0,1040391,60,36688,Self-Employed,Bachelor,Vehicle,1,1
CUST0846,1762460,8,578,1,4299367,120,89612,Salaried,Bachelor,Business,1,1
CUST0847,1860403,9,630,0,637069,84,88694,Government,PhD,Vehicle,1,1
CUST0848,722601,7,638,1,3997061,12,40339,Salaried,Bachelor,Home,1,1
CUST0849,2128183,8,666,1,3206366,60,115803,Salaried,Bachelor,Vehicle,0,1
CUST0850,1950485,8,766,2,2365138,60,92175,Salaried,Bachelor,Home,0,1
CUST0851,1343490,4,771,4,4465972,84,71591,Self-Employed,Bachelor,Vehicle,1,1
CUST0852,727993,5,879,0,4759822,84,44697,Government,High School,Home,1,1
CUST0853,2381044,6,498,4,599666,36,102411,Business,Master,Vehicle,1,0
CUST0854,1492743,9,606,3,4033027,48,62991,Salaried,Bachelor,Home,1,1
CUST0855,1419444,7,825,2,1216747,48,80686,Salaried,Master,Personal,1,1
CUST0856,2107205,13,535,2,3934817,12,103828,Government,Master,Education,1,1
CUST0857,284195,12,823,3,4832969,48,7945,Self-Employed,Bachelor,Vehicle,1,1
CUST0858,1262424,7,691,0,4823283,12,78486,Salaried,Bachelor,Business,0,1
CUST0859,1112883,14,694,3,3185392,120,29249,Salaried,High School,Education,1,1
CUST0860,1518486,17,577,0,2109417,60,85313,Self-Employed,PhD,Business,1,1
CUST0861,1206630,0,643,1,4238432,36,68315,Salaried,Bachelor,Personal,1,0
CUST0862,2345251,12,819,2,2458359,36,151768,Government,Bachelor,Home,0,1
CUST0863,1657852,4,676,0,4860374,60,45185,Self-Employed,Bachelor,Personal,0,1
CUST0864,1900023,12,644,4,1882760,84,94752,Government,Bachelor,Business,1,0
CUST0865,666275,14,712,4,2492367,24,28534,Self-Employed,Bachelor,Vehicle,1,1
CUST0866,478871,3,664,2,2589065,24,18568,Salaried,Bachelor,Education,1,1
CUST0867,1337655,0,707,3,4838875,48,38475,Government,Master,Business,0,1
CUST0868,1474929,12,612,3,2206719,84,71451,Self-Employed,Master,Personal,1,0
CUST0869,1423294,8,673,0,2076091,12,63991,Salaried,Bachelor,Education,1,1
CUST0870,2206683,0,628,3,1240334,120,64780,Self-Employed,Bachelor,Business,0,0
CUST0871,1076816,20,535,2,4150681,36,54401,Salaried,Master,Home,1,1
CUST0872,623031,11,718,0,3781622,48,34732,Government,High School,Home,1,1
CUST0873,1270668,11,581,1,766079,60,72389,Self-Employed,Master,Business,1,1
CUST0874,2430041,14,666,3,3137686,84,152421,Government,Bachelor,Vehicle,1,1
CUST0875,2452158,5,754,3,1004227,36,103140,Salaried,Master,Business,1,1
CUST0876,1965516,8,560,0,2963461,12,127191,Salaried,Bachelor,Home,1,1
CUST0877,1496189,1,728,4,4493769,12,91356,Business,Bachelor,Education,0,0
CUST0878,470998,4,656,3,2371741,24,17593,Government,Master,Education,1,1
CUST0879,841616,9,602,2,2685466,48,26626,Salaried,High School,Business,0,0
CUST0880,2008022,0,841,3,4122476,60,86628,Salaried,Bachelor,Personal,0,1
CUST0881,2353408,4,679,1,4539929,36,98244,Salaried,Bachelor,Vehicle,0,1
CUST0882,1589854,3,634,3,4071340,120,77884,Self-Employed,Master,Home,0,0
CUST0883,361360,8,617,4,4877976,12,17817,Government,Bachelor,Personal,1,0
CUST0884,1518106,10,750,3,3448499,36,85392,Government,Master,Business,1,1
CUST0885,1471210,11,631,0,108031,60,68036,Self-Employed,Bachelor,Vehicle,0,1
CUST0886,1113688,12,740,3,1968135,36,32706,Government,High School,Home,1,1
CUST0887,2310939,14,679,4,2501550,48,140417,Salaried,Master,Vehicle,1,1
CUST0888,1681584,11,769,0,2131552,24,63743,Salaried,High School,Home,1,1
CUST0889,2049059,17,596,2,4586672,36,134153,Self-Employed,Bachelor,Education,1,0
CUST0890,491955,8,607,0,2234847,84,14714,Business,High School,Home,0,0
CUST0891,2307599,7,657,1,1228642,24,149825,Government,Bachelor,Home,1,1
CUST0892,2405198,11,664,0,2691532,60,69250,Self-Employed,Bachelor,Home,1,1
CUST0893,919290,6,651,2,4161932,24,31831,Self-Employed,Bachelor,Home,1,1
CUST0894,1745070,17,890,3,1680969,36,47013,Business,Bachelor,Home,1,1
CUST0895,821147,13,845,0,1784441,36,44653,Salaried,Bachelor,Vehicle,1,1
CUST0896,368490,11,703,0,1302876,84,22267,Salaried,Bachelor,Home,1,1
CUST0897,684409,8,713,0,4535003,12,29488,Business,Bachelor,Business,1,1
CUST0898,696595,5,661,0,2743374,84,44365,Government,PhD,Home,1,1
CUST0899,843689,11,596,2,3010841,36,41843,Salaried,Master,Personal,0,0
CUST0900,2443089,2,665,4,2642859,120,125209,Self-Employed,High School,Personal,0,0
CUST0901,1275426,15,741,4,1968715,24,76813,Salaried,High School,Home,0,1
CUST0902,423306,7,784,0,541513,84,15817,Salaried,PhD,Business,1,1
CUST0903,1919461,9,759,2,2227890,84,76319,Business,Bachelor,Home,1,1
CUST0904,2330224,3,559,2,4580044,120,146216,Salaried,Bachelor,Personal,0,0
CUST0905,1706322,11,656,0,4374917,120,106713,Government,Master,Business,1,1
CUST0906,1251860,5,562,1,4317905,120,82230,Salaried,Bachelor,Home,1,1
CUST0907,2207410,11,773,0,3225601,12,138132,Self-Employed,Bachelor,Education,1,1
CUST0908,2360521,11,647,1,1790584,36,71540,Salaried,PhD,Home,0,1
CUST0909,991554,4,676,0,3267196,36,58820,Government,Master,Education,1,1
CUST0910,767100,2,718,1,3916217,60,32276,Self-Employed,High School,Vehicle,1,1
CUST0911,2057971,15,900,1,187405,12,136409,Self-Employed,High School,Business,1,1
CUST0912,949097,7,701,0,171173,60,42404,Salaried,Bachelor,Education,1,1
CUST0913,1516921,9,660,1,96638,60,72928,Salaried,Master,Home,1,1
CUST0914,2427939,10,580,3,1212496,60,114292,Salaried,Bachelor,Home,0,0
CUST0915,340381,1,796,4,2557413,48,13072,Salaried,High School,Home,1,0
CUST0916,1899014,10,665,2,3891829,60,53411,Self-Employed,PhD,Vehicle,0,1
CUST0917,1757969,8,812,1,4201538,84,109554,Self-Employed,High School,Home,0,1
CUST0918,1084098,4,768,1,2155039,24,63359,Self-Employed,High School,Business,0,1
CUST0919,1585568,2,642,2,2114798,84,48857,Self-Employed,Bachelor,Education,0,0
CUST0920,248920,11,568,1,2900418,84,14279,Salaried,Bachelor,Home,0,0
CUST0921,1010051,13,701,2,3169810,36,51590,Salaried,Bachelor,Business,1,1
CUST0922,2284683,8,630,0,871929,48,96065,Salaried,PhD,Business,1,1
CUST0923,1891672,0,683,3,4960673,60,67313,Government,Master,Education,1,1
CUST0924,1891646,2,763,3,3822217,36,115053,Self-Employed,Bachelor,Business,1,1
CUST0925,1815288,5,547,4,2077842,12,98342,Salaried,Bachelor,Business,0,0
CUST0926,2409655,15,701,1,784459,12,115235,Salaried,Bachelor,Education,0,1
CUST0927,1958539,6,740,4,2437842,36,98707,Government,Bachelor,Business,1,1
CUST0928,844917,5,744,0,2356648,24,24328,Government,High School,Vehicle,1,1
CUST0929,1594022,0,570,3,2839850,36,71327,Self-Employed,PhD,Home,1,0
CUST0930,1132246,4,713,0,1526075,36,37444,Salaried,High School,Business,1,1
CUST0931,199675,1,776,0,2753934,48,6725,Salaried,High School,Home,1,1
CUST0932,253997,2,707,1,3667114,12,13348,Business,Bachelor,Home,1,0
CUST0933,2425239,8,670,0,358710,12,152714,Government,Bachelor,Business,1,1
CUST0934,1147561,5,771,3,4591912,60,47994,Salaried,High School,Personal,0,1
CUST0935,2178671,16,624,4,3953869,84,73325,Government,High School,Personal,1,0
CUST0936,666799,13,557,3,4326295,36,34694,Government,Bachelor,Home,1,0
CUST0937,935678,4,663,1,2501976,36,57356,Salaried,Master,Education,1,1
CUST0938,2418057,3,722,3,3247860,24,135846,Salaried,Bachelor,Business,0,1
CUST0939,450040,14,763,2,2402221,120,27541,Salaried,Bachelor,Home,1,1
CUST0940,1654764,16,722,4,4730018,120,78363,Salaried,Bachelor,Vehicle,0,1
CUST0941,746088,0,746,2,2830596,12,42025,Government,Master,Vehicle,1,1
CUST0942,1324620,8,763,2,4090015,24,40846,Salaried,Bachelor,Personal,0,1
CUST0943,1942999,6,652,1,4920807,48,76770,Government,High School,Home,0,1
CUST0944,838003,11,668,0,3287355,60,34551,Business,Bachelor,Home,1,1
CUST0945,985113,17,782,2,172772,24,45614,Salaried,Master,Vehicle,0,1
CUST0946,2196106,5,583,3,4127411,12,139917,Self-Employed,High School,Vehicle,0,0
CUST0947,1113396,0,714,0,1027469,48,68394,Government,Bachelor,Personal,0,1
CUST0948,1013731,10,622,3,1357589,36,31025,Government,High School,Home,0,0
CUST0949,1783546,14,768,3,4046228,48,57429,Government,High School,Business,1,1
CUST0950,2272101,6,678,0,1515741,84,90660,Salaried,Bachelor,Business,1,1
CUST0951,1980830,4,680,0,756412,24,73517,Self-Employed,Bachelor,Home,1,1
CUST0952,2139310,5,818,3,2851329,12,108282,Self-Employed,Master,Business,1,1
CUST0953,1636081,12,593,1,341799,24,102444,Business,Bachelor,Business,1,0
CUST0954,295359,5,697,4,238874,36,19226,Salaried,Bachelor,Home,1,1
CUST0955,2194410,9,665,4,2358436,120,114621,Business,Bachelor,Home,1,1
CUST0956,2343859,8,722,1,523818,36,140451,Salaried,Bachelor,Business,1,1
CUST0957,431351,7,834,0,4179014,12,20223,Business,High School,Business,1,1
CUST0958,1467087,11,631,3,3085865,84,49411,Self-Employed,Master,Personal,1,0
CUST0959,1464294,5,584,4,3933424,60,68619,Self-Employed,PhD,Education,0,0
CUST0960,2327753,5,615,3,4487022,48,112031,Self-Employed,High School,Home,0,0
CUST0961,1864351,11,661,1,767167,48,104283,Salaried,High School,Personal,1,1
CUST0962,1906605,3,685,3,2694526,36,65133,Salaried,High School,Personal,1,1
CUST0963,1692760,3,689,1,3281365,24,68296,Salaried,Master,Home,0,1
CUST0964,1642436,1,824,0,3878295,120,65973,Salaried,Master,Vehicle,0,1
CUST0965,431924,12,809,1,4613782,24,28064,Salaried,Master,Home,1,1
CUST0966,2043236,7,784,1,1774833,84,88876,Government,Master,Home,1,1
CUST0967,1779792,1,881,4,637371,60,100491,Self-Employed,Bachelor,Home,0,1
CUST0968,460466,12,745,3,3290756,24,25916,Salaried,Bachelor,Home,0,1
CUST0969,630930,5,768,4,1963514,48,22754,Government,Master,Vehicle,1,1
CUST0970,1578616,3,744,2,712643,120,77080,Self-Employed,Bachelor,Vehicle,1,1
CUST0971,733343,7,731,1,3814040,24,45659,Business,Bachelor,Personal,0,1
CUST0972,1890524,15,711,2,3710880,120,84695,Self-Employed,Bachelor,Vehicle,1,1
CUST0973,1388948,6,648,4,257627,60,89420,Salaried,Bachelor,Education,1,0
CUST0974,271006,10,580,3,3696277,48,9196,Self-Employed,Bachelor,Vehicle,1,0
CUST0975,309350,11,669,4,1642210,120,8689,Self-Employed,Bachelor,Personal,1,0
CUST0976,868725,10,725,3,2968634,24,53985,Salaried,Master,Vehicle,1,1
CUST0977,968768,14,685,3,3934485,48,58436,Salaried,Bachelor,Vehicle,0,1
CUST0978,386487,4,594,0,2041226,36,25646,Salaried,Bachelor,Personal,0,0
CUST0979,2375004,2,666,1,1480360,36,126606,Salaried,Master,Home,0,1
CUST0980,858841,2,662,4,879119,84,54990,Salaried,Bachelor,Vehicle,0,1
CUST0981,1406408,7,675,3,1947871,36,83619,Self-Employed,Bachelor,Personal,0,1
CUST0982,225232,3,719,4,4235011,24,13555,Salaried,High School,Personal,0,0
CUST0983,1437669,8,736,4,2540959,60,70034,Self-Employed,Bachelor,Home,1,1
CUST0984,1206657,8,639,3,1104853,48,49390,Self-Employed,Bachelor,Business,1,0
CUST0985,1559904,13,758,2,3436243,120,99740,Salaried,PhD,Vehicle,1,1
CUST0986,1617188,9,770,1,1819819,12,69546,Salaried,Bachelor,Home,1,1
CUST0987,1836321,5,705,1,336885,36,87134,Salaried,Bachelor,Business,0,1
CUST0988,718645,10,733,0,4626168,36,31324,Salaried,Bachelor,Home,0,1
CUST0989,1751951,2,758,0,3495083,12,85029,Salaried,High School,Education,0,1
CUST0990,1340248,7,592,0,1585410,120,59780,Salaried,Master,Education,1,1
CUST0991,510817,9,764,1,399760,120,13791,Self-Employed,Bachelor,Business,0,1
CUST0992,1818497,8,616,2,1789549,12,112295,Self-Employed,Bachelor,Education,1,1
CUST0993,1044690,10,624,1,1286664,120,45461,Salaried,Master,Business,1,1
CUST0994,1297862,4,695,1,4463905,24,64295,Salaried,Bachelor,Home,0,1
CUST0995,2370421,13,508,1,2880434,120,73007,Self-Employed,Master,Home,0,1
CUST0996,2347354,17,694,1,346177,48,59015,Government,Bachelor,Home,1,1
CUST0997,1277353,0,758,2,3456433,120,44988,Government,Bachelor,Home,1,1
CUST0998,2425218,1,548,0,3650937,36,131829,Self-Employed,Master,Business,1,0
CUST0999,1033695,8,767,4,62938,60,30114,Salaried,Master,Vehicle,0,1
CUST1000,370706,6,624,0,1229418,24,23306,Salaried,High School,Home,1,0
CUST1001,804446,17,696,0,1044199,24,27318,Government,High School,Home,0,1
CUST1002,977232,9,635,4,1969398,120,32761,Salaried,High School,Vehicle,1,0
CUST1003,1004255,14,725,1,3664962,60,32701,Business,Bachelor,Education,1,1
